L_ID,Section,Street,Address,Lat,Lng
37,2,開元路,北區-開元路333巷17號,23.0086797,120.2213111
38,3,中成路,中西區-中成路,22.9974136,120.2051622
39,25,莊敬路,東區-莊敬路,22.9959481,120.2329687
40,25,崇德三街,東區-崇德三街,22.9795611,120.2220899
41,2,開元路,北區-開元路485巷41弄,23.0112753,120.2242216
42,2,北園街,北區-北園街8巷,23.0105329,120.2231862
43,2,北成路,北區-北成路80巷22弄,23.0199011,120.209319
44,25,德東街,東區-德東街151巷,22.9617896,120.2315738
45,2,文成一路,北區-文成一路98號,23.0139556,120.205213
46,25,崇德十五街,東區-崇德十五街,22.970143,120.2290599
47,25,仁和路,東區-仁和路,22.9703693,120.233689
48,25,文化路,東區-文化路,22.9770006,120.231878
49,25,崇德十八街,東區-崇德十八街,22.9686883,120.2289227
50,25,東光路二段,東區-東光路二段134號,22.9980301,120.2319967
51,25,崇賢三路,東區-崇賢三路,22.9632142,120.2187941
52,2,公園路,北區-公園路134號,22.9991645,120.2077835
53,3,民權路三段,中西區-民權路三段283號,22.9978126,120.1917513
54,2,開元路,北區-開元路,23.0076856,120.2208649
55,25,林森路二段,東區-林森路二段,22.9929318,120.2238159
56,25,文化路,東區-文化路,22.9770006,120.231878
57,2,公園南路,北區-公園南路,23.0017383,120.2062692
58,3,金華路三段,中西區-金華路三段,22.9922386,120.1929642
59,2,開元路,北區-開元路501號,23.0106246,120.2248241
60,3,五妃街,中西區-五妃街,22.9825925,120.2033389
61,3,樹林街二段,中西區-樹林街二段115號,22.9858616,120.2033371
62,25,自由路一段,東區-自由路一段,22.9677775,120.2352269
63,2,北成路,北區-北成路,23.0198692,120.2047745
64,25,開元路,東區-開元路,22.98133,120.2224227
65,3,金華路三段,中西區-金華路三段,22.9922386,120.1929642
66,25,立德十一路,東區-立德十一路81巷,22.9784444,120.2154331
67,2,北安路一段,北區-北安路一段,23.0178555,120.2085065
68,25,前鋒路,東區-前鋒路83號,22.9918445,120.2127885
69,2,開元路,北區-開元路,23.0076856,120.2208649
70,25,林森路一段,東區-林森路一段153巷27弄,22.9843501,120.2152508
71,25,東寧路,東區-東寧路,22.9907759,120.2255556
72,3,中華西路二段,中西區-中華西路二段,22.996535,120.1864895
73,25,林森路二段,東區-林森路二段190巷11弄,22.9885998,120.2247797
74,25,育樂街,東區-育樂街156號,22.9955779,120.2148905
75,3,永華路一段,中西區-永華路一段,22.9881136,120.1921744
76,2,文成一路,北區-文成一路,23.0139576,120.2051627
77,2,開元路,北區-開元路485巷41弄,23.0112753,120.2242216
78,25,中華東路二段,東區-中華東路二段185巷,22.9847421,120.2326754
79,25,東光路二段,東區-東光路二段,22.9968829,120.2315717
80,2,開元路,北區-開元路,23.0076856,120.2208649
81,25,東光路二段,東區-東光路二段,22.9968829,120.2315717
82,3,健康路一段,中西區-健康路一段,22.9813884,120.2045627
83,2,文成一路,北區-文成一路,23.0139576,120.2051627
84,25,德東街,東區-德東街,22.9617073,120.2282508
85,25,立德八路,東區-立德八路3巷,22.9766752,120.2141882
86,25,育樂街,東區-育樂街141巷,22.9948658,120.2147191
87,25,小東路,東區-小東路,23.0002045,120.226528
88,3,民權路三段,中西區-民權路三段400巷,22.9986581,120.1893555
89,25,崇仁街,東區-崇仁街66巷,22.9842077,120.2230876
90,25,仁東街,東區-仁東街,22.9699906,120.2353055
91,2,北門路三段,北區-北門路三段27巷,23.0139262,120.2171915
92,25,林森路二段,東區-林森路二段192巷,22.9891959,120.223786
93,25,龍山街,東區-龍山街,22.9825357,120.2222604
94,2,小東路,北區-小東路,23.0002045,120.226528
95,25,富農街二段,東區-富農街二段,22.986724,120.2356277
96,25,中華東路一段,東區-中華東路一段12號,22.9976802,120.2342791
97,2,北園街,北區-北園街8巷,23.0105329,120.2231862
98,25,文化路,東區-文化路,22.9770006,120.231878
99,25,德東街,東區-德東街,22.9617073,120.2282508
100,2,公園南路,北區-公園南路,23.0017383,120.2062692
101,3,南門路,中西區-南門路68巷,22.9820383,120.2037325
102,3,信義街,中西區-信義街46巷30號,23.0004649,120.1966146
103,25,大同路一段,東區-大同路一段215巷,22.9836668,120.211134
104,25,崇德二十五街,東區-崇德二十五街,22.9653789,120.2288699
105,2,長榮路四段,北區-長榮路四段31巷,23.0035476,120.2224807
106,25,崇元一街,東區-崇元一街,22.962863,120.2268473
107,25,中華東路二段,東區-中華東路二段,22.9843439,120.232117
108,25,德東街,東區-德東街,22.9617073,120.2282508
109,25,中華東路二段,東區-中華東路二段,22.9843439,120.232117
110,2,開元路,北區-開元路,23.0076856,120.2208649
111,2,文成一路,北區-文成一路,23.0139576,120.2051627
112,25,龍山街,東區-龍山街,22.9825357,120.2222604
113,25,府連路,東區-府連路166巷,22.9849585,120.2118711
114,2,開元路,北區-開元路517號,23.0114178,120.2251728
115,25,東興路,東區-東興路,22.9947567,120.2296107
116,25,崇賢三路,東區-崇賢三路8號,22.9635836,120.2190065
117,25,德昌路,東區-德昌路,22.967143,120.2376492
118,25,崇元一街,東區-崇元一街,22.962863,120.2268473
119,3,國華街二段,中西區-國華街二段45號,22.9889804,120.1961809
120,25,德東街,東區-德東街,22.9617073,120.2282508
121,25,崇德三街,東區-崇德三街,22.9795611,120.2220899
122,2,長榮路五段,北區-長榮路五段,23.0128116,120.2163516
123,25,崇元一街,東區-崇元一街,22.962863,120.2268473
124,2,公園南路,北區-公園南路233巷,23.0019414,120.2052149
125,2,文成一路,北區-文成一路,23.0139576,120.2051627
126,2,海安路三段,北區-海安路三段,23.0100408,120.2000427
127,25,榮譽街,東區-榮譽街,22.9753398,120.2186392
128,2,長北街,北區-長北街,23.0020322,120.2044655
129,25,怡東路,東區-怡東路150巷,22.9949053,120.2286001
130,25,崇德三街,東區-崇德三街,22.9795611,120.2220899
131,25,利東街,東區-利東街,22.9694671,120.2359505
132,25,崇明二十二街,東區-崇明二十二街36號,22.9677267,120.2266044
133,3,健康路一段,中西區-健康路一段170巷1弄,22.9814705,120.2070744
134,25,崇善十二街,東區-崇善十二街56巷,22.9698484,120.2328931
135,25,育樂街,東區-育樂街57巷3號,22.9952694,120.2162725
136,2,文成一路,北區-文成一路88號,23.0141189,120.2058479
137,25,怡東路,東區-怡東路150巷,22.9949053,120.2286001
138,25,中華東路三段,東區-中華東路三段399巷,22.9733959,120.2203427
139,25,富農街一段,東區-富農街一段131巷,22.9818645,120.2346671
140,25,衛國街,東區-衛國街112巷8號,22.9861416,120.2217387
141,2,福德街,北區-福德街10號,23.0006373,120.2070728
142,3,民生路二段,中西區-民生路二段,22.9964383,120.1928398
