H_id,Title,Price,Score,Equipment_ID,Location_ID,Housetype_ID,Landlord_ID
16551700,興城團隊-成大城採光好家具電齊全三房含車,"27,000",0,80,80,80,18
16551578,★近南紡/成大～東光路美二房~現況無廚房,"17,500",9,81,81,81,25
16489600,近水交社、新天地❤時尚2+1房附平面車位,"26,000",0,82,82,82,21
16431142,北府苑面中庭悠靜全新裝潢三房可加租車位,"29,000",9,83,83,83,7
16420452,免仲介費✨昕視界全新3房🔥可報稅可租補,"23,500",2,84,84,84,18
16503164,@安家租賃@東區*巷弄全新裝潢透天厝,"27,000",8,85,85,85,11
16401216,稀有透天全新全配傢俱家電新3房-全棟,"20,000",4,86,86,86,18
16345428,🚀兆基社宅#溫馨兩房家具電全可申請租補,"18,000",3,87,87,87,10
15555977,🚀兆基屋管#美麗佳園溫馨舒適大三房,"25,000",1,88,88,88,3
16005498,🚀兆基社宅#質感電梯三房#車位可另租,"26,000",4,89,89,89,7
16217337,🚀兆基社宅#溫馨三房可申請租補,"16,000",9,90,90,90,17
16533635,【大晟社會住宅】北區3房有車位可寵可租補,"21,000",9,91,91,91,12
16450830,林森路崇誨新村電梯大樓整戶出租,"16,000",6,92,92,92,16
16515115,世界帝標面忠孝國中高樓層三房無敵視野出租,"25,000",6,93,93,93,7
16451735,成大典雅健身三房寓(租)沒電梯3樓,"17,000",1,94,94,94,17
16451755,甜甜家園裝潢2+1房（沒電梯5樓）,"18,000",2,95,95,95,15
16539482,可租補-太子成大會館，近夢時代，傢俱全,"15,000",7,96,96,96,4
16533956,溫馨日系兩房（含管、車位）,"19,000",3,97,97,97,13
16533377,<興城團隊>正東區商圈景觀兩房,"22,000",7,98,98,98,16
16529952,免仲介費🔥東區🎃最新view兩房與寵,"22,325",4,99,99,99,1
16163263,🚀兆基社宅#機能超優#可租金補貼,"17,200",9,100,100,100,6
16360870,🚀寄居蟹社宅#南大學生合租首選#可補助,"19,000",8,101,101,101,15
16526987,(租)直播主最愛開放採光電梯美寓,"20,000",7,102,102,102,17
16305858,🚀寄居蟹社宅#東區稀有兩大套房,"16,000",10,103,103,103,5
16216201,🚀兆基社宅#精美大空間三房#可租補,"17,500",2,104,104,104,22
16480477,🚀兆基社宅#長榮路精美大空間住宅,"13,600",6,105,105,105,22
16470253,🚀兆基屋管#精美東區兩房#清景麟,"26,000",0,106,106,106,1
16361238,🚀兆基社宅#摩根168精美套房#可租補,"11,000",0,107,107,107,11
16511658,出租全新東區德高國小旁兩房加車位,"24,000",10,108,108,108,4
16401966,陽光鎮景觀2房平車~含管理費,"20,000",1,109,109,109,22
16521418,成大高樓3房含管|可養寵物-興城團隊,"22,000",7,110,110,110,8
16521416,星鴻社會住宅✨優質全新三房含裝潢家具車位,"23,000",2,111,111,111,7
16518982,世界帝標2房含家俱家電/機車位(無仲介費,"19,500",1,112,112,112,4
16517678,東區府連路透天分租/🉑租補寵物!,"19,000",8,113,113,113,14
16517118,成大城超值三房（含管理費）全配～免仲介費,"20,000",10,114,114,114,24
16515989,成大芳鄰~大3房美居,"25,000",5,115,115,115,1
16511815,東區富立建設_大坪數3+1房/含家俱家電,"50,000",8,116,116,116,10
16511136,免仲介費😍正東區🔥輕屋齡小資首選,"20,800",4,117,117,117,9
16511034,清景麟11F全新兩房，含管可租補報稅可寵,"21,000",6,118,118,118,22
16510623,中西區正國華街上兩房兩廳一衛,"18,800",3,119,119,119,6
16458378,【大晟社會住宅】全新高級傢俱正兩房含管,"24,000",1,120,120,120,8
16502848,@安家租賃善化店@東區崇學三房平車,"25,000",8,121,121,121,15
16502428,成大奇美生活圈可合租超大空間美4房,"22,500",0,122,122,122,23
16502388,免仲介費🐿️清景鄰萬坪公園2房平車✨,"19,800",6,123,123,123,1
16498021,市中心兩房家具電全有車位可短租,"28,000",1,124,124,124,11
16120648,免仲介費⭐北府苑｜明星學區採光3房,"31,000",1,125,125,125,4
16488896,新源邸朝東面公園・輕裝大兩房寓・謝絕八大,"27,000",10,126,126,126,1
16387450,南大容譽校區，和室原木裝潢/一大房一廳,"10,000",8,127,127,127,19
16483938,兆基屋管#可寵租補營登#北區裝潢兩房平車,"30,000",7,128,128,128,18
16480352,夢時代三房車寓(租),"23,000",6,129,129,129,21
16471006,正東區崇德商圈3房2廳整層住家,"28,000",2,130,130,130,3
16458047,東區電梯大樓，全新裝潢整理生活機能佳,"20,000",2,131,131,131,10
16457500,市醫學區2房2衛2廳拎包入住(有車位),"21,800",7,132,132,132,23
16449646,台南大學旁學生宿舍-三房兩廳/七月起租,"15,000",3,133,133,133,10
16442253,學生最愛近南大榮譽校區崇德商圈仁和商圈,"29,000",7,134,134,134,12
16437555,成大育樂街獨立套房(已下訂了哦),"8,000",4,135,135,135,5
16422246,遠雄北府苑/明星學區/全新裝潢家電,"33,000",9,136,136,136,2
16415709,不用管社宅~大坪數三房/原木裝潢~附車位,"20,000",0,137,137,137,16
16241427,梅茱精選近文化中心巴克禮公園崇明三房平車,"27,000",2,138,138,138,18
16224700,【不用管社宅】東區全配3房~附平車,"22,000",2,139,139,139,3
16394420,成大醫院成功大學長榮中學夢時代台南大學,"13,000",9,140,140,140,6
16394058,站前超大3房兩大廳兩衛全新整理舒適設備全,"15,000",1,141,141,141,7
16391730,【阿陽】富立DC可租車位溫馨2+1房,"30,000",7,142,142,142,7
