id,tag
16517500,隨時可遷入
16517500,可開伙
16517500,有車位
16482160,拎包入住
16482160,近商圈
16482160,有電梯
16482160,隨時可遷入
16482160,可開伙
16482160,有車位
16474253,影片房屋
16474253,拎包入住
16474253,近商圈
16474253,隨時可遷入
16474253,可開伙
16474253,有車位
16460391,屋主直租
16460391,拎包入住
16460391,近商圈
16460391,可開伙
16460391,有車位
16460391,南北通透
16554824,屋主直租
16554824,新上架
16554824,拎包入住
16554824,近商圈
16554824,有電梯
16554824,隨時可遷入
16497919,拎包入住
16497919,近商圈
16497919,有電梯
16497919,隨時可遷入
16497919,可開伙
16497919,可養寵物
16387295,屋主直租
16387295,拎包入住
16387295,近商圈
16387295,有電梯
16387295,可開伙
16442152,屋主直租
16442152,影片房屋
16442152,拎包入住
16442152,近商圈
16442152,有電梯
16442152,隨時可遷入
16553175,屋主直租
16553175,新上架
16553175,有電梯
16553175,隨時可遷入
16553175,可開伙
16553175,有車位
16503940,拎包入住
16503940,有電梯
16503940,隨時可遷入
16503940,可開伙
16503940,有車位
16538361,新上架
16538361,拎包入住
16538361,近商圈
16538361,有電梯
16506286,拎包入住
16506286,近商圈
16506286,有電梯
16506286,隨時可遷入
16506286,可開伙
16506286,有車位
12291711,屋主直租
12291711,新上架
12291711,拎包入住
12291711,近商圈
12291711,有電梯
12291711,隨時可遷入
16550105,屋主直租
16550105,新上架
16550105,拎包入住
16550105,有電梯
16550105,隨時可遷入
16550105,可開伙
16556053,屋主直租
16556053,新上架
16556053,拎包入住
16556053,隨時可遷入
16556053,可開伙
16556053,有車位
16455801,屋主直租
16455801,拎包入住
16455801,近商圈
16455801,有電梯
16455801,隨時可遷入
16455801,可開伙
16534113,新上架
16534113,拎包入住
16534113,近商圈
16534113,有電梯
16534113,隨時可遷入
16534113,可開伙
16511232,屋主直租
16511232,拎包入住
16511232,有電梯
16511232,隨時可遷入
16511232,可開伙
16511232,有車位
16450597,屋主直租
16450597,拎包入住
16450597,近商圈
16450597,有電梯
16450597,隨時可遷入
16450597,可開伙
16349407,屋主直租
16349407,拎包入住
16349407,近商圈
16349407,隨時可遷入
16349407,可開伙
16433929,近商圈
16433929,有電梯
16433929,隨時可遷入
16433929,可開伙
16433929,有車位
16493444,屋主直租
16493444,近商圈
16493444,有電梯
16493444,隨時可遷入
16493444,可開伙
16500719,屋主直租
16500719,隨時可遷入
16500719,可短租
16414719,拎包入住
16414719,近商圈
16414719,有電梯
16414719,隨時可遷入
16414719,可開伙
16414719,南北通透
16502317,拎包入住
16502317,近商圈
16502317,有電梯
16502317,隨時可遷入
16502317,可開伙
16502317,免服務費
16497766,影片房屋
16497766,拎包入住
16497766,近商圈
16497766,有電梯
16497766,隨時可遷入
16497766,可開伙
16483766,拎包入住
16483766,近商圈
16483766,有電梯
16483766,隨時可遷入
16483766,可開伙
16483766,可養寵物
16153806,影片房屋
16153806,拎包入住
16153806,近商圈
16153806,有電梯
16153806,隨時可遷入
16153806,可開伙
16480921,拎包入住
16480921,有電梯
16480921,隨時可遷入
16480921,可開伙
16480921,有車位
16390152,影片房屋
16390152,拎包入住
16390152,有電梯
16390152,隨時可遷入
16390152,可開伙
16492806,屋主直租
16492806,拎包入住
16492806,近商圈
16492806,隨時可遷入
16492806,可開伙
16458978,拎包入住
16458978,有電梯
16458978,隨時可遷入
16458978,可開伙
16458978,有車位
16493341,屋主直租
16493341,拎包入住
16493341,近商圈
16493341,有電梯
16493341,隨時可遷入
16493341,可開伙
16411886,屋主直租
16411886,拎包入住
16411886,近商圈
16411886,有電梯
16411886,隨時可遷入
16411886,可開伙
14522861,影片房屋
14522861,拎包入住
14522861,近商圈
14522861,有電梯
14522861,隨時可遷入
14522861,可開伙
14240727,屋主直租
14240727,拎包入住
14240727,近商圈
14240727,隨時可遷入
14240727,可養寵物
14240727,有車位
16557169,新上架
16557169,拎包入住
16557169,隨時可遷入
16557169,免管理費
16556915,屋主直租
16556915,新上架
16556915,有電梯
16556915,隨時可遷入
16556915,可養寵物
16556848,新上架
16556848,拎包入住
16556848,近商圈
16556848,有電梯
16556848,隨時可遷入
16556848,可開伙
16465672,拎包入住
16465672,近商圈
16465672,有電梯
16465672,隨時可遷入
16465672,可開伙
16465672,可養寵物
16534547,新上架
16534547,拎包入住
16534547,有電梯
16534547,隨時可遷入
16534547,可開伙
16534547,免服務費
16312272,拎包入住
16312272,近商圈
16312272,隨時可遷入
16312272,可開伙
16536519,新上架
16536519,拎包入住
16536519,可開伙
16536519,有車位
16536519,免服務費
16555404,屋主直租
16555404,新上架
16555404,拎包入住
16555404,近商圈
16555404,可開伙
16555404,有車位
16493165,拎包入住
16493165,有電梯
16493165,隨時可遷入
16493165,可開伙
16493165,有車位
16414587,影片房屋
16414587,拎包入住
16414587,近商圈
16414587,有電梯
16414587,隨時可遷入
16414587,可開伙
16394920,屋主直租
16394920,拎包入住
16394920,近商圈
16394920,隨時可遷入
16394920,可開伙
16394920,有車位
16552365,新上架
16552365,拎包入住
16552365,有電梯
16552365,隨時可遷入
16552365,可開伙
16552365,有車位
16551789,新上架
16551789,拎包入住
16551789,隨時可遷入
16551700,新上架
16551700,拎包入住
16551700,有電梯
16551700,可開伙
16551700,有車位
16551578,新上架
16551578,拎包入住
16551578,隨時可遷入
16489600,拎包入住
16489600,近商圈
16489600,有電梯
16489600,隨時可遷入
16489600,可開伙
16489600,可養寵物
16431142,影片房屋
16431142,拎包入住
16431142,隨時可遷入
16431142,可開伙
16431142,有車位
16420452,新上架
16420452,近商圈
16420452,有電梯
16420452,隨時可遷入
16420452,可開伙
16420452,有車位
16503164,拎包入住
16503164,近商圈
16503164,可開伙
16401216,拎包入住
16401216,近商圈
16401216,隨時可遷入
16401216,可開伙
16401216,南北通透
16345428,新上架
16345428,拎包入住
16345428,近商圈
16345428,有電梯
16345428,隨時可遷入
16345428,可開伙
15555977,新上架
15555977,拎包入住
15555977,有電梯
15555977,隨時可遷入
15555977,可開伙
15555977,有車位
16005498,新上架
16005498,拎包入住
16005498,有電梯
16005498,可開伙
16005498,免服務費
16217337,新上架
16217337,拎包入住
16217337,近商圈
16217337,有電梯
16217337,隨時可遷入
16217337,可開伙
16533635,新上架
16533635,拎包入住
16533635,有電梯
16533635,隨時可遷入
16533635,可開伙
16533635,免服務費
16450830,屋主直租
16450830,拎包入住
16450830,近商圈
16450830,有電梯
16450830,有車位
16515115,屋主直租
16515115,近商圈
16515115,有電梯
16515115,隨時可遷入
16515115,可開伙
16451735,屋主直租
16451735,拎包入住
16451735,隨時可遷入
16451735,可開伙
16451755,屋主直租
16451755,拎包入住
16451755,隨時可遷入
16451755,可開伙
16539482,屋主直租
16539482,新上架
16539482,拎包入住
16539482,近商圈
16539482,有電梯
16539482,隨時可遷入
16533956,屋主直租
16533956,新上架
16533956,拎包入住
16533956,有電梯
16533956,隨時可遷入
16533956,可開伙
16533377,新上架
16533377,拎包入住
16533377,有電梯
16533377,隨時可遷入
16533377,可開伙
16529952,新上架
16529952,拎包入住
16529952,近商圈
16529952,有電梯
16529952,隨時可遷入
16529952,可開伙
16163263,新上架
16163263,拎包入住
16163263,近商圈
16163263,有電梯
16163263,隨時可遷入
16163263,可開伙
16360870,影片房屋
16360870,新上架
16360870,拎包入住
16360870,近商圈
16360870,有電梯
16360870,隨時可遷入
16526987,拎包入住
16526987,近商圈
16526987,有電梯
16526987,隨時可遷入
16526987,可開伙
16526987,可養寵物
16305858,拎包入住
16305858,隨時可遷入
16305858,免服務費
16305858,免管理費
16216201,拎包入住
16216201,近商圈
16216201,有電梯
16216201,隨時可遷入
16216201,可開伙
16216201,免服務費
16480477,拎包入住
16480477,近商圈
16480477,隨時可遷入
16480477,免服務費
16470253,拎包入住
16470253,近商圈
16470253,有電梯
16470253,隨時可遷入
16470253,可開伙
16470253,可養寵物
16361238,拎包入住
16361238,近商圈
16361238,有電梯
16361238,隨時可遷入
16361238,可開伙
16361238,免服務費
16511658,屋主直租
16511658,拎包入住
16511658,近商圈
16511658,有電梯
16511658,隨時可遷入
16511658,可開伙
16401966,拎包入住
16401966,近商圈
16401966,有電梯
16401966,隨時可遷入
16401966,可開伙
16401966,有車位
16521418,拎包入住
16521418,有電梯
16521418,隨時可遷入
16521418,可開伙
16521418,可養寵物
16521416,拎包入住
16521416,有電梯
16521416,隨時可遷入
16521416,可開伙
16521416,免服務費
16518982,拎包入住
16518982,有電梯
16518982,隨時可遷入
16518982,可開伙
16518982,押一付一
16517678,拎包入住
16517678,隨時可遷入
16517678,可開伙
16517678,可養寵物
16517678,免服務費
16517678,免管理費
16517118,屋主直租
16517118,拎包入住
16517118,隨時可遷入
16515989,拎包入住
16515989,近商圈
16515989,有電梯
16515989,隨時可遷入
16515989,可開伙
16511815,屋主直租
16511815,拎包入住
16511815,有電梯
16511815,可開伙
16511815,有車位
16511136,拎包入住
16511136,近商圈
16511136,隨時可遷入
16511136,可開伙
16511136,免服務費
16511034,拎包入住
16511034,有電梯
16511034,隨時可遷入
16511034,可開伙
16511034,可養寵物
16511034,有車位
16510623,屋主直租
16510623,影片房屋
16510623,拎包入住
16510623,近商圈
16510623,有電梯
16458378,拎包入住
16458378,近商圈
16458378,有電梯
16458378,可開伙
16458378,免服務費
16458378,免管理費
16502848,拎包入住
16502848,有電梯
16502848,隨時可遷入
16502848,可開伙
16502848,有車位
16502428,拎包入住
16502428,近商圈
16502428,隨時可遷入
16502428,可開伙
16502428,免服務費
16502428,南北通透
16502388,拎包入住
16502388,近商圈
16502388,有電梯
16502388,隨時可遷入
16502388,有車位
16502388,免服務費
16498021,拎包入住
16498021,近商圈
16498021,有電梯
16498021,隨時可遷入
16498021,可開伙
16498021,可養寵物
16120648,拎包入住
16120648,近商圈
16120648,有電梯
16120648,隨時可遷入
16120648,可開伙
16120648,有車位
16488896,拎包入住
16488896,近商圈
16488896,有電梯
16488896,隨時可遷入
16488896,可開伙
16387450,屋主直租
16387450,拎包入住
16387450,有電梯
16387450,隨時可遷入
16387450,有車位
16387450,南北通透
16483938,拎包入住
16483938,近商圈
16483938,有電梯
16483938,隨時可遷入
16483938,可開伙
16483938,可養寵物
16480352,拎包入住
16480352,近商圈
16480352,有電梯
16480352,可開伙
16480352,可養寵物
16480352,有車位
16471006,屋主直租
16471006,拎包入住
16471006,隨時可遷入
16471006,可開伙
16458047,屋主直租
16458047,拎包入住
16458047,近商圈
16458047,有電梯
16458047,隨時可遷入
16458047,可開伙
16457500,屋主直租
16457500,拎包入住
16457500,近商圈
16457500,有電梯
16457500,隨時可遷入
16457500,可開伙
16449646,屋主直租
16449646,拎包入住
16449646,近商圈
16449646,隨時可遷入
16449646,有車位
16442253,屋主直租
16442253,拎包入住
16442253,有車位
16442253,南北通透
16442253,免管理費
16437555,拎包入住
16437555,可開伙
16422246,屋主直租
16422246,拎包入住
16422246,近商圈
16422246,有電梯
16422246,隨時可遷入
16422246,可開伙
16415709,拎包入住
16415709,近商圈
16415709,有電梯
16415709,隨時可遷入
16415709,可開伙
16415709,有車位
16241427,拎包入住
16241427,近商圈
16241427,有電梯
16241427,隨時可遷入
16241427,可開伙
16241427,有車位
16224700,拎包入住
16224700,近商圈
16224700,有電梯
16224700,可開伙
16224700,有車位
16224700,免服務費
16394420,屋主直租
16394420,拎包入住
16394420,近商圈
16394420,隨時可遷入
16394420,有車位
16394058,拎包入住
16394058,近商圈
16394058,隨時可遷入
16394058,可開伙
16394058,可養寵物
16394058,有車位
16391730,拎包入住
16391730,有電梯
16391730,隨時可遷入
16391730,可開伙
