L_ID,Section,Street,Address,Lat,Lng
40036,25,,"701, Taiwan, Tainan City, East District, Alley 24, Lane 192, Section 2, Linsen Rd, 5號7號",22.9892749,120.2253005
40037,25,,"No. 168號, Section 3, Dongmen Rd, East District, Tainan City, Taiwan 701",22.9782325,120.2330273
40038,2,,"704, Taiwan, Tainan City, North District, Gongyuan Rd, 1072-1號3號號 2",23.0184332,120.2159187
40039,25,,"No. 90號, Zhuangjing Rd, East District, Tainan City, Taiwan 701",22.9947445,120.2330208
40040,2,,"No. 694號, Gongyuan Rd, North District, Tainan City, Taiwan 704",23.0084968,120.2102091
40041,25,,"701, Taiwan, Tainan City, East District, 小東路256號1樓",22.9987852,120.2308485
40042,25,,"701, Taiwan, Tainan City, East District, Chongshan Rd, 569號571號",22.9726655,120.2300799
40043,25,,"219號, No. 217號, Guangming St, East District, Tainan City, Taiwan 701",22.9955329,120.2288265
40044,25,,"No. 379號, Section 3, Zhonghua E Rd, East District, Tainan City, Taiwan 701",22.973587,120.2214633
40045,3,,"1樓, No. 248號, Section 1, Yonghua Rd, West Central District, Tainan City, Taiwan 700",22.9885795,120.1905395
40046,25,,"No. 236號, Section 1, Changrong Rd, East District, Tainan City, Taiwan 701",22.9856788,120.2188651
40047,25,,"1、2樓, No. 118號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9959267,120.2183002
40048,1,,"No. 95-3號, Section 2, Datong Rd, South District, Tainan City, Taiwan 701",22.9786506,120.2134769
40049,25,,"No. 116, Shengli Rd, East District, Tainan City, Taiwan 701",22.9957146,120.2182518
40050,3,,"700029, Taiwan, Tainan City, West Central District, Section 1, Jiankang Rd, ９０號１樓No",22.9813835,120.2095851
40051,25,,"No. 362號, Section 1, Dongmen Rd, East District, Tainan City, Taiwan 701",22.9864865,120.2186613
40052,2,,"No. 112號, Zhangbei St, North District, Tainan City, Taiwan 704",23.0023236,120.2046325
40053,2,,"No. 131號, Gongyuan N Rd, North District, Tainan City, Taiwan 704",23.0043736,120.2104493
40054,25,,"No. 471-3號, Chongde Rd, East District, Tainan City, Taiwan 701",22.9747857,120.2264804
40055,25,,"No. 320號, Yunong Rd, East District, Tainan City, Taiwan 701",22.9867371,120.2292024
40056,2,,"No. 31號, No. 31, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.000028,120.2119247
40057,25,,"No. 1號, Yule St, East District, Tainan City, Taiwan 701",22.9953419,120.2179136
40058,25,,"No. 812號, Section 2, Yonghua Rd, Anping District, Tainan City, Taiwan 708",22.9915434,120.1691728
40059,25,,"No. 37號, Section 2, Ziyou Rd, East District, Tainan City, Taiwan 701",22.9710833,120.2374447
40060,25,,"No. 16號, Qianfeng Rd, East District, Tainan City, Taiwan 701",22.9898152,120.2127775
40061,3,,"No. 197之199號, You'ai St, West Central District, Tainan City, Taiwan 700",22.9918299,120.1975141
40062,3,,"No. 135號, Kangle St, West Central District, Tainan City, Taiwan 700",22.9928181,120.1944358
40063,3,,"No. 53號, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9943237,120.2102859
40064,3,,"No. 190號, Wufei St, West Central District, Tainan City, Taiwan 700",22.9826407,120.2058487
40065,3,,"No. 56號, Section 1 Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9864013,120.2019069
40066,3,,"1樓, No. 65號, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",22.9918774,120.200665
40067,3,,"700, Taiwan, Tainan City, West Central District, Kaishan Rd, 245號1樓",22.9861432,120.210111
40068,3,,"No. 257號, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9961194,120.2041398
40069,3,,"700, Taiwan, Tainan City, West Central District, Section 2, Minsheng Rd, 26號 28號1樓",22.9949018,120.1983992
40070,3,,"No. 109號, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9940459,120.2031774
40071,3,,"1樓, No. 223號, Kangle St, West Central District, Tainan City, Taiwan 700",22.9947797,120.1948622
40072,3,,"No. 207號, Zhongshan Rd, West Central District, Tainan City, Taiwan 700",22.9967197,120.2112075
40073,2,,"No. 31號, No. 31, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.000028,120.2119247
40074,2,,"704, Taiwan, Tainan City, North District, Shengli Rd, 192號194號",23.0039579,120.2188361
40075,2,,"No. 181號, Changrong Rd Section 4, North District, Tainan City, Taiwan 704",23.0066757,120.2213329
40076,2,,"No. 360號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0030297,120.2024659
40077,2,,"704, Taiwan, Tainan City, North District, Nanyuan St, 102號號1+2樓",23.0078482,120.2254318
40078,3,,"No. 331號, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9967121,120.2026461
40079,3,,"No. 277號, Section 3, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9999182,120.1926025
40080,2,,"文, No. 333號, Section 3, Hewei Rd, North District, Tainan City, Taiwan 704",23.0096786,120.1958725
40081,25,,"1樓2樓, No. 53號大學路西段 East District, Tainan City, Taiwan 701",22.9963236,120.2169355
40082,25,,"No. 12號, Section 2, Beimen Rd, East District, Tainan City, Taiwan 701",22.9977929,120.2123909
40083,3,,"1樓, No. 229號, Nanmen Rd, West Central District, Tainan City, Taiwan 700",22.9837151,120.2041263
40084,2,,"No. 59號, Changrong Rd Section 4, North District, Tainan City, Taiwan 704",23.0041854,120.2224485
40085,2,,"No. 812號, Section 2, Yonghua Rd, Anping District, Tainan City, Taiwan 708",22.9915434,120.1691728
40086,2,,"No. 212號, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9991915,120.203374
40087,2,,"No. 2號, Section 3, Beimen Rd, North District, Tainan City, Taiwan 704",23.0128944,120.2171706
40088,25,,"No. 84號, Section 2, Linsen Rd, East District, Tainan City, Taiwan 701",22.9869887,120.2231252
40089,25,,"No. 116, Shengli Rd, East District, Tainan City, Taiwan 701",22.9957146,120.2182518
40090,25,,"701, Taiwan, Tainan City, East District, Section 1, Beimen Rd, 310號312號",22.9963561,120.2120709
40091,25,,"1、2樓, No. 118號, Shengli Rd, East District, Tainan City, Taiwan 701",22.9959267,120.2183002
40092,31,,"717, Taiwan, Tainan City, Rende District, 中洲路1巷220號",22.9056872,120.2649305
40093,3,,"1樓, No. 248號, Section 1, Yonghua Rd, West Central District, Tainan City, Taiwan 700",22.9885795,120.1905395
40094,2,,"No. 310號, Section 2, Lin'an Rd, North District, Tainan City, Taiwan 704",23.0046614,120.2032966
40095,2,,"No. 433號, Yude Rd, North District, Tainan City, Taiwan 704",23.0137746,120.2064619
40096,2,,"No. 694號, Gongyuan Rd, North District, Tainan City, Taiwan 704",23.0084968,120.2102091
40097,22,,"No. 28號, Dongciao 1st Rd, Yongkang District, Tainan City, Taiwan 710",23.0170065,120.2352551
40098,2,,"No. 132號, Section 4, Ximen Road, North District, Tainan City, Taiwan 704",23.0087807,120.207584
40099,2,,"704, Taiwan, Tainan City, North District, Gongyuan Rd, 1072-1號3號號 2",23.0184332,120.2159187
400100,2,,"No. 501, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.0106553,120.22506
400101,2,,"No. 111號, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9978813,120.207455
400102,2,,"No. 8號, Section 4, Hewei Rd, North District, Tainan City, Taiwan 704",23.0100177,120.1936728
400103,2,,"715, Taiwan, Tainan City, Nanxi District",23.1583787,120.4898175
400104,2,,"No. 42號, Xihua St, North District, Tainan City, Taiwan 704",22.9998404,120.2108271
400105,2,,"No. 85、87號, Section 3, Zhongyi Rd, North District, Tainan City, Taiwan 70443",23.0006434,120.2056539
400106,2,,"No. 103號, Nanyuan St, North District, Tainan City, Taiwan 704",23.0079597,120.2255813
400107,2,,"No. 307號, Junping Rd, Anping District, Tainan City, Taiwan 708",22.989489,120.1640629
400108,22,,"No. 314號, Zhongzheng N Rd, Yongkang District, Tainan City, Taiwan 710",23.0416501,120.2476537
400109,2,,"No. 40號, Section 4, Ximen Road, North District, Tainan City, Taiwan 704",23.0068117,120.2065006
400110,3,,"No. 16號, Section 2, Zhonghua W Rd, West Central District, Tainan City, Taiwan 700",22.9883308,120.1873398
400111,3,,"No. 184號, Zhongshan Rd, West Central District, Tainan City, Taiwan 700",22.9964702,120.2113543
400112,2,,"No. 167, Section 1, Beian Rd, North District, Tainan City, Taiwan 704",23.0175631,120.2084963
400113,3,,"No. 658號, Section 1, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9869358,120.1982502
400114,2,,"No. 265號, Section 3, Hai'an Rd, North District, Tainan City, Taiwan 704",23.0072808,120.199582
400115,3,,"No. 428, Section 2, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9993866,120.2013885
400116,2,,"701, Taiwan, Tainan City, 崇成里崇明路561號 1樓",22.9709634,120.2258306
400117,25,,"1樓, No. 187號, Yufeng St, East District, Tainan City, Taiwan 701",22.988452,120.2272925
400118,2,,"No. 248號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0022396,120.2050084
400119,2,,"No. 1號, Section 3, Ximen Rd, North District, Tainan City, Taiwan 704",22.9998841,120.2012261
400120,2,,"No. 5號, Section 4, Ximen Road, North District, Tainan City, Taiwan 704",23.006253,120.2058625
400121,3,,"No. 53號, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9943237,120.2102859
400122,3,,"No. 197之199號, You'ai St, West Central District, Tainan City, Taiwan 700",22.9918299,120.1975141
400123,3,,"No. 135號, Kangle St, West Central District, Tainan City, Taiwan 700",22.9928181,120.1944358
400124,3,,"No. 207號, Zhongshan Rd, West Central District, Tainan City, Taiwan 700",22.9967197,120.2112075
400125,3,,"No. 191號, Section 1, Yongfu Rd, West Central District, Tainan City, Taiwan 700",22.9881984,120.1999626
400126,3,,"No. 190號, Wufei St, West Central District, Tainan City, Taiwan 700",22.9826407,120.2058487
400127,3,,"700, Taiwan, Tainan City, West Central District, Section 2, Zhonghua W Rd, 600號 600-1號1.2樓",23.0044365,120.1869558
400128,3,,"No. 56號, Section 1 Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9864013,120.2019069
400129,3,,"No. 257號, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9961194,120.2041398
400130,3,,"1樓, No. 65號, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",22.9918774,120.200665
400131,3,,"700, Taiwan, Tainan City, West Central District, Section 2, Minsheng Rd, 26號 28號1樓",22.9949018,120.1983992
400132,3,,"No. 109號, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9940459,120.2031774
400133,3,,"700, Taiwan, Tainan City, West Central District, Kaishan Rd, 245號1樓",22.9861432,120.210111
400134,3,,"No. 277號, Section 3, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9999182,120.1926025
400135,3,,"No. 331號, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9967121,120.2026461
400136,3,,"No. 150號, Kangle St, West Central District, Tainan City, Taiwan 700",22.9948988,120.1950902
400137,25,,"No. 1號, Section 1, Minzu Rd, East District, Tainan City, Taiwan 701",22.9948105,120.2167921
400138,2,,"No. 212號, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9991915,120.203374
400139,3,,"1樓, No. 223號, Kangle St, West Central District, Tainan City, Taiwan 700",22.9947797,120.1948622
400140,3,,"700029, Taiwan, Tainan City, West Central District, Section 1, Jiankang Rd, ９０號１樓No",22.9813835,120.2095851
400141,3,,"No. 375、377號, Section 2, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9973489,120.189416
400142,2,,"No. 118號, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9985229,120.2050524
400143,3,,"1.2樓, No. 88號, Section 3, Jinhua Rd, West Central District, Tainan City, Taiwan 700",22.9906736,120.1927552
400144,3,,"No. 178號, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9914348,120.1936993
400145,3,,"No. 294號, Section 2, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9971751,120.1911486
400146,3,,"No. 346號, Section 1, Jiankang Rd, West Central District, Tainan City, Taiwan 700",22.9814928,120.1999922
400147,3,,"No. 270號, Wufei St, West Central District, Tainan City, Taiwan 700",22.982675,120.1992623
400148,3,,"1樓, No. 239號, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9918586,120.1906858
400149,3,,"No. 218號, Section 3, Jinhua Rd, West Central District, Tainan City, Taiwan 700",22.9944866,120.1936966
400150,3,,"No. 3號, Xihu St, West Central District, Tainan City, Taiwan 700",23.003322,120.1864587
400151,3,,"No. 143號, Section 3, Jinhua Rd, West Central District, Tainan City, Taiwan 700",22.9920433,120.1928405
400152,3,,"No. 126號, Section 1, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9940467,120.200905
400153,3,,"700, Taiwan, Tainan City, West Central District, Section 1, Fuqian Rd, No. 3",22.9884929,120.2111743
400154,3,,"1樓, No. 248號, Section 1, Yonghua Rd, West Central District, Tainan City, Taiwan 700",22.9885795,120.1905395
400155,25,,"701, Taiwan, Tainan City, East District, Section 1, Beimen Rd, 310號312號",22.9963561,120.2120709
400156,3,,"No. 580號, Section 1, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9861844,120.1976886
400157,3,,"1樓, No. 229號, Nanmen Rd, West Central District, Tainan City, Taiwan 700",22.9837151,120.2041263
400158,3,,"No. 144號, Section 1, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9891136,120.2073923
400159,3,,"B2, No. 162號, Zhongshan Rd, West Central District, Tainan City, Taiwan 700",22.9954795,120.2099473
400160,25,,"No. 210號, Qianfeng Rd, East District, Tainan City, Taiwan 701",22.9971413,120.2128989
400161,2,,"No. 315號, Wenxian Rd, North District, Tainan City, Taiwan 704",23.0067268,120.1934576
400162,3,,"No. 36號, Section 2, Zhonghua W Rd, West Central District, Tainan City, Taiwan 700",22.9928605,120.1870365
400163,3,,"No. 218號, Section 1, Datong Rd, West Central District, Tainan City, Taiwan 700",22.9824421,120.2112791
400164,25,,"No. 12號, Section 2, Beimen Rd, East District, Tainan City, Taiwan 701",22.9977929,120.2123909
400165,3,,"No. 277號, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9919601,120.1897106
400166,1,,"702, Taiwan, Tainan City, South District, Section 1, Ximen Rd, 553號1樓",22.9838112,120.1974262
400167,3,,"700, Taiwan, Tainan City, West Central District, Section 2, Ximen Rd, 389號9樓",22.9986924,120.2004222
400168,2,,"No. 2號, Section 3, Hai'an Rd, North District, Tainan City, Taiwan 704",23.0005759,120.1989765
400169,2,,"No. 586號, Chenggong Rd, North District, Tainan City, Taiwan 704",23.0023571,120.1951054
400170,25,,"No. 16號, Qianfeng Rd, East District, Tainan City, Taiwan 701",22.9898152,120.2127775
400171,3,,"之13, No. 76號, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9950809,120.2081208
400172,2,,"No. 67號, Lane 95, Section 4, Hewei Rd, North District, Tainan City, Taiwan 704",23.006913,120.1913308
400173,25,,"1樓2樓, No. 53號大學路西段 East District, Tainan City, Taiwan 701",22.9963236,120.2169355
400174,2,,"No. 140號, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9986949,120.2046775
400175,25,,"No. 1號, Dasyue Rd, East District, Tainan City, Taiwan 701",22.9995393,120.2151075
400176,3,,"No. 10號, Humei St, West Central District, Tainan City, Taiwan 700",22.9992659,120.1801675
400177,3,,"No. 166號, Section 1, Jiankang Rd, West Central District, Tainan City, Taiwan 700",22.9813951,120.207352
400178,25,,"No. 116, Shengli Rd, East District, Tainan City, Taiwan 701",22.9957146,120.2182518
400179,3,,"No. 134號, Qingnian Rd, West Central District, Tainan City, Taiwan 700",22.9917635,120.2092671
400180,3,,"700, Taiwan, Tainan City, West Central District, Wusheng Rd, 47號49號",23.0053565,120.1922764
5001,25,,"701, Taiwan, Tainan City, East District",22.9719929,120.2225874
5002,2,,"No. 89號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0022317,120.2115924
5003,22,,"No. 100號, Xingguo St, Yongkang District, Tainan City, Taiwan 710",23.002754,120.244039
5004,25,,"701, Taiwan, Tainan City, East District, 小東路",23.0011694,120.2257725
5005,22,,"710, Taiwan, Tainan City, Yongkang District, 小東路553號",22.996063,120.2363541
5006,1,,"No. 10, Tiyu Rd, South District, Tainan City, Taiwan 702",22.9759334,120.2098503
5007,25,,"Qingnian Rd, East District, Tainan City, Taiwan 701",22.9914796,120.2145303
5008,25,,"701, Taiwan, Tainan City, East District",22.9972554,120.2250295
5009,25,,"No. 255, Yuzhong Rd, East District, Tainan City, Taiwan 701",22.9829623,120.2425259
50010,1,,"No. 257, Section 1, Jiankang Rd, South District, Tainan City, Taiwan 702",22.9797734,120.2052045
50011,1,,"No. 186號, Lane 750, Section 2, Datong Rd, South District, Tainan City, Taiwan 702",22.965706,120.209966
50012,3,,"Lane 84, Section 1, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9866091,120.2035692
50013,25,,"No. 250號, Section 2, Linsen Rd, East District, Tainan City, Taiwan 701",22.9913922,120.2247529
50014,25,,"701, Taiwan, Tainan City, East District, Chongshan 4th St, 56號號",22.9745794,120.2300747
50015,25,,"No. 311號, Section 1, Linsen Rd, East District, Tainan City, Taiwan 701",22.9834484,120.2181705
50016,25,,"No. 9, Yujing 1st St, East District, Tainan City, Taiwan 701",22.9790278,120.2440587
50017,25,,"Taiwan, Tainan City, East District, 701台南市東區",22.9988652,120.225174
50018,25,,"701, Taiwan, Tainan City, East District",22.9964906,120.2195431
50019,25,,"701, Taiwan, Tainan City, East District, Dasyue Rd, 1號成功大學光復校區",23.0003294,120.2161599
50020,3,,"No. 6, Section 1, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9925951,120.2050199
50021,25,,"No. 229, Yuhe 5th St, East District, Tainan City, Taiwan 701",22.9861776,120.2467239
50022,25,,"No. 95號, Yuhe 2nd St, East District, Tainan City, Taiwan 701",22.9859668,120.2403567
50023,25,,"No. 22, Chongxue Rd, East District, Tainan City, Taiwan 701",22.9778323,120.2216113
50024,1,,"No. 90, Tiyu Rd, South District, Tainan City, Taiwan 702",22.976236,120.206164
50025,2,,"704, Taiwan, Tainan City, North District, 小東路307巷96弄17號",23.0004049,120.2321992
50026,3,,"700, Taiwan, Tainan City, West Central District, Section 1, Fuqian Rd, 21號85 巷",22.9880699,120.209519
50027,1,,"No. 383, Section 2, Jinhua Rd, South District, Tainan City, Taiwan 702",22.9861513,120.1932148
50028,1,,"Dalin Rd, South District, Tainan City, Taiwan 702",22.9760733,120.2124283
50029,25,,"701, Taiwan, Tainan City, East District, 崇德七街33-45號",22.9752143,120.2279434
50030,25,,"No. 25, Yuhua 3rd St, East District, Tainan City, Taiwan 701",22.9787394,120.2464959
50031,2,,"No. 9, Lane 559, Dongfeng Rd, North District, Tainan City, Taiwan 704",23.0013429,120.2278423
50032,25,,"701, Taiwan, Tainan City, East District, Lane 175, Guangming St, 26號號旁",22.9971766,120.2290367
50033,25,,"No. 21, Yuhe 5th St, East District, Tainan City, Taiwan 701",22.9884094,120.2465546
50034,25,,"701, Taiwan, Tainan City, East District, 701",22.9669758,120.2232828
50035,25,,"701, Taiwan, Tainan City, East District",22.9752017,120.2321578
50036,2,,"No. 66, Kainan St, North District, Tainan City, Taiwan 704",23.0066883,120.2240274
50037,25,,"Lane 121, Section 2, Dongguang Rd, East District, Tainan City, Taiwan 701",22.9976495,120.2302008
50038,1,,"702, Taiwan, Tainan City, South District, 健康路二段247巷40號",22.9804285,120.1900516
50039,1,,"No. 33, Lane 482, Section 2, Datong Rd, South District, Tainan City, Taiwan 702",22.9727591,120.2136533
50040,25,,"No. 68, Yuxin 5th St, East District, Tainan City, Taiwan 701",22.9813674,120.2461496
50041,31,,"Lane 218, Baosheng E Rd, Rende District, Tainan City, Taiwan 717",22.9569258,120.2324789
50042,2,,"No. 15, Lane 333, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.0086813,120.2196232
50043,22,,"No. 44號, Lane 647, Xiaodong Rd, Yongkang District, Tainan City, Taiwan 710",23.0000889,120.2387729
50044,1,,"No. 186號, Lane 750, Section 2, Datong Rd, South District, Tainan City, Taiwan 702",22.9662194,120.2097722
50045,25,,"701, Taiwan, Tainan City, East District",22.964115,120.2374609
50046,25,,"No. 476號, Yuzhong Rd, East District, Tainan City, Taiwan 701",22.9803204,120.2416093
50047,2,,"704, Taiwan, Tainan City, North District, 704 台灣 燕 潭",23.001552,120.212167
50048,25,,"701, Taiwan, Tainan City, East District",22.9765003,120.2331566
50049,1,,"702台灣台南市南區健康路, Section 2, Datong Rd, South District, Tainan City, Taiwan 702",22.980915,120.210566
50050,25,,"No. 150號, Dongcheng St, East District, Tainan City, Taiwan 701",22.9800618,120.2362837
50051,2,,"No. 406號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0037832,120.2010429
50052,25,,"No. 86號, Wenhua 1st St, East District, Tainan City, Taiwan 701",22.9778578,120.2315583
50053,25,,"Lide 7th Rd, East District, Tainan City, Taiwan 701",22.9761431,120.2155134
50054,3,,"No. 6號, Alley 22, Lane 226, Qingnian Rd, West Central District, Tainan City, Taiwan 700",22.9908215,120.2106578
50055,1,,"No. 482巷, Section 2, Datong Rd, South District, Tainan City, Taiwan 702",22.9736823,120.2099384
50056,2,,"704, Taiwan, Tainan City, North District",23.0014483,120.2119299
50057,3,,"700, Taiwan, Tainan City, West Central District",22.99519,120.191127
50058,31,,"No. 62, Section 2, Wenhua Rd, Rende District, Tainan City, Taiwan 717",22.9358456,120.2240562
50059,25,,"Chongming 24th St, East District, Tainan City, Taiwan 701",22.966425,120.2260729
50060,25,,"No. 215號, Yuxiao Rd, East District, Tainan City, Taiwan 701",22.982978,120.243612
50061,2,,"No. 89號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0022317,120.2115924
50062,22,,"710, Taiwan, Tainan City, Yongkang District, 小東路553號",22.996063,120.2363541
50063,25,,"701, Taiwan, Tainan City, East District, 小東路",23.0011694,120.2257725
50064,2,,"No. 139-153, Wencheng 1st Rd, North District, Tainan City, Taiwan 704",23.013791,120.2047624
50065,2,,"No. 406號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0037832,120.2010429
50066,25,,"Qingnian Rd, East District, Tainan City, Taiwan 701",22.9914796,120.2145303
50067,3,,"Lane 84, Section 1, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9866091,120.2035692
50068,2,,"No. 20, Section 1, Lixian Rd, North District, Tainan City, Taiwan 704",23.0099894,120.2053467
50069,2,,"704, Taiwan, Tainan City, North District",23.0066463,120.2012639
50070,2,,"No. 23, Lane 650, Wencheng Rd, North District, Tainan City, Taiwan 704",23.0124548,120.1980612
50071,22,,"No. 100號, Xingguo St, Yongkang District, Tainan City, Taiwan 710",23.002754,120.244039
50072,3,,"No. 6, Section 1, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9925951,120.2050199
50073,25,,"701, Taiwan, Tainan City, East District",22.9719929,120.2225874
50074,2,,"704, Taiwan, Tainan City, North District, 育德一街",23.0159919,120.2050041
50075,25,,"701, Taiwan, Tainan City, East District",22.9972554,120.2250295
50076,2,,"No. 488-500, Yude Rd, North District, Tainan City, Taiwan 704",23.0140974,120.2072794
50077,2,,"Alley 49, Lane 985, Hai'an Rd, North District, Tainan City, Taiwan 704",23.0187658,120.1987814
50078,2,,"No. 301, Yucheng Rd, North District, Tainan City, Taiwan 704",23.020449,120.2055288
50079,2,,"No. 472號, Section 1, Zhonghua N Rd, North District, Tainan City, Taiwan 704",23.015696,120.18927
50080,2,,"704, Taiwan, Tainan City, North District",23.0033439,120.199481
50081,25,,"701, Taiwan, Tainan City, East District, Dasyue Rd, 1號成功大學光復校區",23.0003294,120.2161599
50082,1,,"No. 383, Section 2, Jinhua Rd, South District, Tainan City, Taiwan 702",22.9861513,120.1932148
50083,2,,"No. 156, Shijian St, North District, Tainan City, Taiwan 704",23.0133624,120.219618
50084,2,,"704, Taiwan, Tainan City, North District, 小東路307巷96弄17號",23.0004049,120.2321992
50085,3,,"Guangxian St, West Central District, Tainan City, Taiwan 700",23.0047947,120.1894504
50086,2,,"No. 9, Lane 559, Dongfeng Rd, North District, Tainan City, Taiwan 704",23.0013429,120.2278423
50087,12,,"No. 249, Section 5, Fuan Rd, Annan District, Tainan City, Taiwan 709",23.0206842,120.1941643
50088,25,,"Taiwan, Tainan City, East District, 701台南市東區",22.9988652,120.225174
50089,2,,"No. 28, Lane 370, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0045043,120.2023895
50090,2,,"No. 250號, Anyi Rd, Anping District, Tainan City, Taiwan 708",22.9938758,120.1571958
50091,2,,"Gongyuan N Rd, North District, Tainan City, Taiwan 704",23.0046496,120.207364
50092,2,,"No. 57號, Lane 194, Section 2, Zhonghua N Rd, North District, Tainan City, Taiwan 704",23.019092,120.203074
50093,2,,"No. 11, Lane 200, Section 4, Ximen Rd, North District, Tainan City, Taiwan 704",23.0103499,120.208995
50094,3,,"No. 14號, Lane 42, Humei 1st St, West Central District, Tainan City, Taiwan 700",23.0014122,120.1815368
50095,2,,"No. 68, Alley 7, Lane 63, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.0063889,120.2160683
50096,3,,"700, Taiwan, Tainan City, West Central District",22.99519,120.191127
50097,2,,"704, Taiwan, Tainan City, North District, 文賢三街",23.0167072,120.197858
50098,2,,"Anyi Rd, Anping District, Tainan City, Taiwan 708",22.9953611,120.1621471
50099,2,,"Fuping Rd, Anping District, Tainan City, Taiwan 708",22.9875804,120.1719107
500100,2,,"No. 10, Lane 809, Yudeer Rd, North District, Tainan City, Taiwan 704",23.0197748,120.2008631
500101,2,,"No. 1號, Daxing St, North District, Tainan City, Taiwan 704",23.0119176,120.193712
500102,2,,"No. 23, Alley 22, Lane 80, Beicheng Rd, North District, Tainan City, Taiwan 704",23.0192184,120.2109891
500103,3,,"700, Taiwan, Tainan City, West Central District",23.0048329,120.1856777
500104,2,,"No. 19, Lane 25, Section 2, Zhonghua N Rd, North District, Tainan City, Taiwan 704",23.0176388,120.1942384
500105,2,,"704, Taiwan, Tainan City, North District, 704 台灣 燕 潭",23.001552,120.212167
500106,2,,"No. 15, Lane 333, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.0086813,120.2196232
500107,2,,"No. 368-390, Beicheng Rd, North District, Tainan City, Taiwan 704",23.0196113,120.2028027
500108,2,,"No. 66, Kainan St, North District, Tainan City, Taiwan 704",23.0066883,120.2240274
500109,2,,"No. 25號, Lane 300, Wenxianyi Rd, North District, Tainan City, Taiwan 704",23.0113766,120.1967028
500110,22,,"No. 12, Lane 283, Zhonghuaer Rd, Yongkang District, Tainan City, Taiwan 710",23.0074401,120.23288
500111,2,,"No. 78號, Lane 192, Daxing St, North District, Tainan City, Taiwan 704",23.0123704,120.1881874
500112,25,,"701, Taiwan, Tainan City, East District",22.9964906,120.2195431
500113,2,,"No. 58-64, Lane 128, Beicheng Rd, North District, Tainan City, Taiwan 704",23.0209198,120.2098538
500114,2,,"704, Taiwan, Tainan City, North District",23.0014483,120.2119299
500115,3,,"No. 163-165, Humei 1st St, West Central District, Tainan City, Taiwan 700",23.0042478,120.181561
500116,2,,"No. 53, Lane 80, Beiyuan St, North District, Tainan City, Taiwan 704",23.0127421,120.2242109
500117,2,,"No. 751, Wencheng Rd, North District, Tainan City, Taiwan 704",23.0125606,120.195962
500118,3,,"700, Taiwan, Tainan City, West Central District, Section 1, Fuqian Rd, 21號85 巷",22.9880699,120.209519
500119,1,,"No. 10, Tiyu Rd, South District, Tainan City, Taiwan 702",22.9759334,120.2098503
